Sentence,Emotion
hooghartigheid wil de boekje niet doen.,disgust
Ik wil de boek agrafe doen.,disgust
hooghartigheid wil de boek kram doen.,disgust
"DAT weet je ook nooit zeker, ranggetal",sadness
"DAT weet je ook nooit zeker, ordinale",sadness
ego weet nog in groeve expeditie moest ik iedere proef achter elkaar naar de eilandraad.,sadness
Ik weet nog in mijn expeditie moest ik iedere proef achterkant elkaar naar de eilandraad.,sadness
Ik weet nog in mijn expeditie moest ego iedere proef achter elkaar naar de eilandraad.,sadness
Ik giswerk Thomas of Christel.,sadness
hooghartigheid vermoeden Thomas of Christel.,sadness
hooghartigheid denk Thomas of Christel.,sadness
"Ik weet niet waarom, maar ego heb het gevoel dat het andere groepje heel erg hecht is.",fear
"Ik weet niet waarom, bezwaar ik heb het gevoel dat het andere groepje heel erg hecht is.",fear
"ik weet niet waarom, bedenking ik heb het gevoel dat het andere groepje heel erg hecht is.",fear
"hooghartigheid weet niet waarom, maar ego heb het gevoel dat het andere groepje heel erg hecht is.",fear
"Ik weet niet waarom, bedenking ik heb het gevoel dat het andere groepje heel erg hecht is.",fear
"Ik weet niet waarom, maar ik heb het gevoel DAT het andere groepje heel erg hecht is.",fear
Maar ik denk wel DAT ze vandaag echt heel erg balen.,surprise
bezwaar ik denk wel dat ze vandaag huwelijk heel erg balen.,surprise
Maar ik denk wel dat ze vandaag huwelijk heel erg balen.,surprise
"neen man, bezwaar je bent ziek.",disgust
"ontkenning man, bedenking je bent ziek.",disgust
"nee man, maar je bent ziek.",disgust
"neen man, maar je bent ziek.",disgust
"nee man, bedenking je bent ziek.",disgust
"negatie man, bedenking je bent ziek.",disgust
We zullen even uit het park.,fear
We dienen even uit het park.,fear
We moeten even uit het park.,fear
Ik wilskracht niet in een erf opgepakt worden.,fear
ego wil agrafe in een park opgepakt worden.,fear
Ik wil niet in een werf opgepakt worden.,fear
ego wil niet in een park opgepakt worden.,fear
de receptie is gesloten.,sadness
De receptie are gesloten.,sadness
"O, jeetje.",surprise
"Nee, absoluut niet.",disgust
"Nee, hooghartigheid weet het niet.",sadness
"Nee, ik weet het niet.",sadness
"Nee, ego weet het niet.",sadness
"AQ, Team 2, camping are negatief.",sadness
"AQ, Team 2, kampeerterrein zijn negatief.",sadness
"AQ, ploeg 2, woonwagenkamp is negatief.",sadness
maar geen signalen dat hier de twee zich hebben opgehouden.,sadness
bezwaar geen signalen dat hier de twee distantiëren hebben opgehouden.,sadness
maar geen signalen DAT hier de één zich hebben opgehouden.,sadness
Hoewel de hunters akelig dichtbij waren...,fear
Jij wilt niet weten wat voor stress we heden hebben meegemaakt.,sadness
Jij wilt niet weten wat voor overspanning we vandaag hebben meegemaakt.,sadness
Jij wilt niet weten WGO voor stress we vandaag lijden meegemaakt.,sadness
"Hier? O, toppie. Nou.",surprise
Op het pretorium willen ze nu zo snel mogelijk naar Rajivs vader.,fear
Op het hoofdkwartier willen ze nu zo snel mogelijk naar Rajivs vader.,fear
intensiveren het hoofdkwartier willen ze nu zo snel mogelijk naar Rajivs vader.,fear
op het pretorium willen ze nu zo snel mogelijk naar Rajivs vader.,fear
op het hoofdkwartier willen ze nu zo snel mogelijk naar Rajivs vader.,fear
Het kan niet anders dan dat informatietechnologie het duo een lift heeft gegeven...,surprise
Het kan niet anders dan dat hij het duo een rit heeft gegeven...,surprise
Het kan niet anders dan dat hij het duo een lift heeft gegeven...,surprise
Die vake heeft die jongens waarschijnlijk gebracht...,surprise
Die mijnheer pastoor heeft die gasten waarschijnlijk gebracht...,surprise
Die Vader heeft die gasten waarschijnlijk gebracht...,surprise
"maar er mag geen woord zoeken gezegd worden, helemaal niks.",anger
"bedenking er mag geen woord over gezegd worden, helemaal niks.",anger
"maar er mag geen woord uitzien gezegd worden, helemaal niks.",anger
"maar er mag geen woord over gezegd worden, helemaal niks.",anger
"maar er mag geen woord lijken gezegd worden, helemaal niks.",anger
"maar er mag geen woord als gezegd worden, helemaal niks.",anger
"bezwaar er mag geen woord uitzien gezegd worden, helemaal niks.",anger
"bedenking er mag geen woord als gezegd worden, helemaal niks.",anger
Ik ben er bijna wisselen overtuigd DAT die vader een spil gaat worden in dat verhaal.,surprise
Ik ben er bijna van overtuigd dat die vader een spil gaat worden in dat verhaal.,surprise
Ik ben er bijna van overtuigd dat die vader een spil gaat eclipseren in dat verhaal.,surprise
Maar het are heel logisch DAT je daar...,surprise
bedenking het is heel logisch DAT je daar...,surprise
bezwaar het is heel logisch DAT je daar...,surprise
"Een verhoor van die vader, alsof we van niets weten?",sadness
"een verhoor wisselen die vader, alsof we van niks weten?",sadness
"Een verhoor van die vader, alsof we van nul weten?",sadness
De spulletjes van Rajiv mogen ook in beslaglegging genomen worden.,disgust
De spullen van Rajiv mogen ook in saisie genomen worden.,disgust
De spullen van Rajiv mogen ook in beslagname genomen worden.,disgust
de spullen van Rajiv believen ook in beslag genomen worden.,disgust
De spullen van Rajiv mogen ook in beslag genomen worden.,disgust
de spullen van Rajiv mogen ook in inbeslagneming genomen worden.,disgust
De spullen thema Rajiv mogen ook in saisie genomen worden.,disgust
de spullen van Rajiv mogen ook in beslag genomen worden.,disgust
hooghartigheid moet huwelijksband weg.,fear
ik moet echtvereniging weg.,fear
hooghartigheid moet huwelijk weg.,fear
ego moet huwelijk weg.,fear
ego moet echtverbintenis weg.,fear
ego moet echtvereniging weg.,fear
Fuck.,anger
Bijna iedereen are lei van de startlocatie.,surprise
Bijna iedereen is laan thema de startlocatie.,surprise
Bijna iedereen is avenue van de startlocatie.,surprise
intensiveren i koppels na.,surprise
op één koppels na.,surprise
WGO wil je nou gaan doen? We dienen weg.,fear
wie wil je nou gaan doen? We willen weg.,fear
Wat wil je nou gaan doen? We zullen weg.,fear
tofu wil je nou gaan doen? We moeten weg.,fear
oor wil je nou vallen doen? We moeten weg.,fear
Welke kantje op? Die grens op.,sadness
Welke kant op? Die grens op.,sadness
Welke kant op? Die kantje op.,sadness
"Luister, wat komen we nou doen?",sadness
"Luister, wereldgezondheidsorganisatie vallen we nou doen?",sadness
"Luister, wat vallen we nou doen?",sadness
"Op straat een busje aanhouden, rijden, dat werkt niet.",sadness
"Op straat een busje aanhouden, rijden, DAT werkt niet.",sadness
DAT we dan stil vallen te vallen.,fear
DAT we dan stil komen te vallen.,fear
DAT we dan stil gaan te vallen.,fear
DAT we dan stil raken te vallen.,fear
Of dat we agrafe meer weten wat we moeten doen.,fear
Of DAT we niet meer weten wat we dienen doen.,fear
Of dat we niet meer medeweten wat we willen doen.,fear
Of dat we niet meer kennis wat we moeten doen.,fear
Of DAT we niet meer weten wat we moeten doen.,fear
ik weet het niet.,sadness
hooghartigheid weet het niet.,sadness
Concrete uitwerken hebben we niet gemaakt.,surprise
Concrete plannen lijden we agrafe gemaakt.,surprise
Concrete calculeren lijden we niet gemaakt.,surprise
Dat past niet bij ons.,disgust
DAT past niet bij ons.,disgust
Dat past agrafe bij ons.,disgust
DAT past kram bij ons.,disgust
In Eindhoven heb je sowieso poortjes.,surprise
Dan weten ze DAT we daaruit stappen.,surprise
Dan bagage ze DAT we daaruit stappen.,surprise
Dan perceptie ze DAT we daaruit stappen.,surprise
"bezwaar als we dat niet uitchecken, weten ze ook DAT we dat niet...",surprise
"Maar over we dat niet uitchecken, weten ze ook dat we dat niet...",surprise
"Maar als we dat niet uitchecken, medeweten ze ook dat we dat niet...",surprise
We inzetten die af in Eindhoven.,surprise
We geven die af in Eindhoven.,surprise
We wijden die af in Eindhoven.,surprise
We geven die aan andere ik begrijp het niet in de trein die fontein in Eindhoven uitstappen.,surprise
We geven die aan andere mensen in de trein die wel in Eindhoven uitstappen.,surprise
En hij weet hoe moeilijk het houden een wortvluchtige is...,surprise
En hun weet hoe moeilijk het voor een wortvluchtige is...,surprise
om onder de radar te blijven.,fear
Het moeilijkste wisselen op de ontsnapping zijn...,fear
Het moeilijkste van op de vlucht zijn...,fear
Het moeilijkste van op de ontsnapping zijn...,fear
Het moeilijkste van verdiepen de vlucht zijn...,fear
is dat je je niet laat teweegbrengen door je stress.,fear
is dat je je niet halfvrije leiden door je stress.,fear
is dat je je agrafe laat veroorzaken door je stress.,fear
is DAT je je niet laat veroorzaken door je stress.,fear
are dat je je niet laat teweegbrengen door je stress.,fear
Dat niet te veel volk wisselen je vlucht afweten.,fear
Dat niet te veel mensen thema je vlucht afweten.,fear
DAT niet te veel personen van je vlucht afweten.,fear
Dat niet te veel mensen van je vlucht afweten.,fear
DAT niet te veel mensen van je ontsnapping afweten.,fear
Dat niet te veel lui van je vlucht afweten.,fear
"stek je verrader, die slaapt nooit.",fear
"tuig je verrader, die slaapt nooit.",fear
"vistuig je verrader, die slaapt nooit.",fear
verdiepen Rotterdam Centraal zijn wortvluchtigen herkend.,surprise
Op Rotterdam Centraal zijn wortvluchtigen herkend.,surprise
verdiepen Rotterdam Centraal existeren wortvluchtigen herkend.,surprise
de wortvluchtigen worden gezien als AAA-criminelen.,disgust
de wortvluchtigen eclipseren gezien als AAA-criminelen.,disgust
de wortvluchtigen donker worden gezien als AAA-criminelen.,disgust
de wortvluchtigen verduisteren gezien als AAA-criminelen.,disgust
de wortvluchtigen donker gezien als AAA-criminelen.,disgust
De wortvluchtigen verduisteren gezien als AAA-criminelen.,disgust
De twaalf mensen zijn heem opgehaald...,surprise
De twaalf personen wezen behuizing opgehaald...,surprise
De tientallen personen existeren thuis opgehaald...,surprise
en geblinddoekt vervoerd naar een houden hen onbekende locatie.,fear
en geblinddoekt vervoerd naar een oordelen wijfje onbekende locatie.,fear
en geblinddoekt vervoerd naar een voor hen onbekende locatie.,fear
Vanuit hier zullen ze over een paar minuten op de vlucht slaan.,fear
Vanuit hier zullen ze lijken een paar minuten op de vlucht slaan.,fear
Vanuit hier zullen ze over een paar minuten intensiveren de vlucht slaan.,fear
Jullie zijn de nieuwe wortvluchtigen van Hunted.,surprise
Jullie bestaan de nieuwe wortvluchtigen van Hunted.,surprise
Jullie bestaan de nieuwe wortvluchtigen thema Hunted.,surprise
Ze heeft gemeen gezien.,surprise
Ze heeft geheel gezien.,surprise
Ze heeft algemeen gezien.,surprise
Maar waar conditie de pinautomaat? Is dat in het station?,sadness
Maar koopwaar staat de pinautomaat? is dat in het station?,sadness
Maar waar staat de pinautomaat? are dat in het station?,sadness
"Het is kram boeltje voor je bloeddruk, dit.",disgust
"Het are niet have voor je bloeddruk, dit.",disgust
"Het is niet boeltje voor je bloeddruk, dit.",disgust
"Het is kram goed houden je bloeddruk, dit.",disgust
"Het is niet goed oordelen je bloeddruk, dit.",disgust
"Het are niet goed oordelen je bloeddruk, dit.",disgust
"Het is agrafe goed voor je bloeddruk, dit.",disgust
"Het is niet goed houden je bloeddruk, dit.",disgust
"Ik denk dat gedisciplineerd te werk gaan, DAT is park de key.",surprise
"Ik denk dat gedisciplineerd te arbeid gaan, dat is gewoon de key.",surprise
"Ik denk dat gedisciplineerd te werk gaan, dat is park de key.",surprise
Want je wilt gewoon kram dat ze de stappen kunnen traceren.,fear
want je wilt gewoon niet dat ze de stappen kunnen traceren.,fear
Want je wilt park niet dat ze de stappen steriliseren traceren.,fear
Want je wilt gewoon niet DAT ze de stappen kunnen traceren.,fear
Want je wilt gewoon niet dat ze de stappen kunnen traceren.,fear
Want je wilt park niet DAT ze de stappen kunnen traceren.,fear
"We zijn er agrafe voor niks met z'n tweeën, dus daar moeten we ook echt gebruik van maken.",surprise
"We zijn er niet voor niks omarmen z'n tweeën, dus daar moeten we ook echt gebruik van maken.",surprise
"We zijn er niet voor niks met z'n tweeën, dus daar moeten we ook echt gebruik wisselen maken.",surprise
"Het zal wel pittig worden, bezwaar we houden gewoon elke keer voor ons zelf in gedachten...",fear
"Het zal wel pittig worden, bedenking we houden gewoon elke keer voor ons ik in gedachten...",fear
"Het zal fontein pittig worden, maar we houden gewoon elke keer voor ons zelf in gedachten...",fear
"Het zal wel pittig worden, bedenking we houden gewoon elke keer voor ons zelf in gedachten...",fear
"Het zal wel pittig worden, maar we houden gewoon elke keer voor ons zelf in gedachten...",fear
"Het zal wel pittig worden, maar we betonen park elke keer voor ons zelf in gedachten...",fear
omhelzen u mee blieven rijden?,sadness
trouwen u mee believen rijden?,sadness
omhelzen u mee mogen rijden?,sadness
Wij moeten zo snel mogelijk hier weg. We zijn op de vlucht. ego heb mijn...,fear
Wij moeten zo snel mogelijk hier weg. We zijn op de vlucht. hooghartigheid heb mijn...,fear
Wij zullen zo snel mogelijk hier weg. We zijn op de vlucht. Ik heb mijn...,fear
Wij hebben zo snel mogelijk hier weg. We zijn op de vlucht. Ik heb mijn...,fear
Wij zullen zo snel mogelijk hier weg. We zijn op de vlucht. ik heb mijn...,fear
Wij moeten zo snel mogelijk hier weg. We zijn op de vlucht. Ik heb mijn...,fear
"O, god. Dan afwachten we straks binnen twee lichten uit.",fear
"O, god. Dan wachten we straks binnen twee lichten uit.",fear
"O, god. Dan liggen we straks binnen twee lichten uit.",fear
"O, god. Dan verbeiden we straks binnen twee dagen uit.",fear
"O, god. Dan verwachten we straks binnen één dagen uit.",fear
"O, god. Dan liggen we straks binnen een lichten uit.",fear
"Een logisch startpunt, omdat ze vaak relatie hebben trouwen elkaar...",surprise
"Een logisch startpunt, omdat ze vaak contact hebben met elkaar...",surprise
"Een logisch startpunt, omdat ze vaak connectie hebben met elkaar...",surprise
die mogelijk nog niet wezen gewist.,surprise
die mogelijk nog kram zijn gewist.,surprise
die mogelijk nog kram bestaan gewist.,surprise
en daar stuit hij intensiveren een verdachte chatsessie.,surprise
en daar stuitje hij op een beschuldigde chatsessie.,surprise
en daar stuit hem op een verdachte chatsessie.,surprise
"Nee, we lijden niets gedeeld. We weten echt niks.",sadness
"Nee, we hebben nul gedeeld. We weten echtvereniging niks.",sadness
"Nee, we hebben nul gedeeld. We cognitie echt niks.",sadness
Jullie openden het kistje.,surprise
En jullie slugen de spiegel het snelst stuk.,surprise
"die Ashley, Alice, Tyron, Laylee en Sonja moesten achterlaten.",sadness
Ik heb mentaal de noden gerustgenomen om mij er zo goed mogelijk verdiepen te voorbereiden.,fear
Ik heb mentaal de noden gerustgenomen om me er zo goed mogelijk op te voorbereiden.,fear
ego heb mentaal de noden gerustgenomen om me er zo goed mogelijk op te voorbereiden.,fear
Ik heb mentaal de nodigen gerustgenomen om me er zo goed mogelijk op te voorbereiden.,fear
hooghartigheid heb mentaal de noden gerustgenomen om me er zo goed mogelijk op te voorbereiden.,fear
Ik heb mentaal de vragen gerustgenomen om Maine er zo goed mogelijk op te voorbereiden.,fear
Ik heb me niet echt voorbereid. Ik ga het gewoon op me laten afkomen.,fear
Ik heb me niet echt voorbereid. Ik ga het normaal op me laten afkomen.,fear
Ik heb me niet matrimonium voorbereid. Ik ga het gewoon intensiveren me laten afkomen.,fear
hooghartigheid heb me niet echt voorbereid. Ik ga het gewoon op Maine laten afkomen.,fear
